chrom	start	end	midpoint	window_bp	ctcf_count
chrX	636000	638000	637000	10000	0
chrX	656000	658000	657000	10000	1
chrX	760000	762000	761000	10000	0
chrX	800000	802000	801000	10000	0
chrX	934000	936000	935000	10000	1
chrX	1028000	1030000	1029000	10000	0
chrX	1224000	1226000	1225000	10000	0
chrX	1288000	1290000	1289000	10000	1
chrX	1342000	1344000	1343000	10000	2
chrX	1394000	1396000	1395000	10000	1
chrX	1454000	1456000	1455000	10000	0
chrX	1468000	1470000	1469000	10000	0
chrX	1484000	1486000	1485000	10000	0
chrX	1518000	1520000	1519000	10000	1
chrX	1664000	1666000	1665000	10000	1
chrX	1696000	1698000	1697000	10000	1
chrX	1772000	1774000	1773000	10000	1
chrX	1830000	1832000	1831000	10000	0
chrX	1860000	1862000	1861000	10000	0
chrX	1890000	1892000	1891000	10000	0
chrX	1904000	1906000	1905000	10000	0
chrX	1928000	1930000	1929000	10000	0
chrX	1940000	1942000	1941000	10000	0
chrX	1954000	1956000	1955000	10000	1
chrX	2010000	2012000	2011000	10000	0
chrX	2042000	2044000	2043000	10000	0
chrX	2080000	2082000	2081000	10000	0
chrX	2094000	2096000	2095000	10000	0
chrX	2120000	2122000	2121000	10000	4
chrX	2150000	2152000	2151000	10000	0
chrX	2160000	2162000	2161000	10000	0
chrX	2226000	2228000	2227000	10000	1
chrX	2242000	2244000	2243000	10000	0
chrX	2274000	2276000	2275000	10000	0
chrX	2344000	2346000	2345000	10000	0
chrX	2442000	2444000	2443000	10000	1
chrX	2584000	2586000	2585000	10000	1
chrX	2612000	2614000	2613000	10000	0
chrX	2634000	2636000	2635000	10000	0
chrX	2664000	2666000	2665000	10000	2
chrX	2690000	2692000	2691000	10000	1
chrX	2740000	2742000	2741000	10000	0
chrX	2948000	2950000	2949000	10000	0
chrX	3070000	3072000	3071000	10000	2
chrX	3134000	3136000	3135000	10000	1
chrX	3174000	3176000	3175000	10000	0
chrX	3286000	3288000	3287000	10000	0
chrX	3344000	3346000	3345000	10000	1
chrX	3482000	3484000	3483000	10000	1
chrX	3574000	3576000	3575000	10000	0
chrX	3618000	3620000	3619000	10000	0
chrX	3672000	3674000	3673000	10000	3
chrX	3686000	3688000	3687000	10000	0
chrX	3706000	3708000	3707000	10000	0
chrX	3720000	3722000	3721000	10000	1
chrX	3788000	3790000	3789000	10000	1
chrX	3802000	3804000	3803000	10000	0
chrX	3880000	3882000	3881000	10000	0
chrX	3938000	3940000	3939000	10000	0
chrX	3970000	3972000	3971000	10000	0
chrX	4100000	4102000	4101000	10000	0
chrX	4214000	4216000	4215000	10000	0
chrX	4318000	4320000	4319000	10000	0
chrX	4366000	4368000	4367000	10000	0
chrX	4432000	4434000	4433000	10000	0
chrX	4530000	4532000	4531000	10000	1
chrX	4554000	4556000	4555000	10000	1
chrX	4630000	4632000	4631000	10000	0
chrX	4668000	4670000	4669000	10000	0
chrX	4680000	4682000	4681000	10000	0
chrX	4688000	4690000	4689000	10000	0
chrX	4704000	4706000	4705000	10000	0
chrX	4904000	4906000	4905000	10000	0
chrX	4936000	4938000	4937000	10000	0
chrX	5086000	5088000	5087000	10000	2
chrX	5308000	5310000	5309000	10000	0
chrX	5330000	5332000	5331000	10000	1
chrX	5430000	5432000	5431000	10000	1
chrX	5522000	5524000	5523000	10000	2
chrX	5614000	5616000	5615000	10000	3
chrX	5666000	5668000	5667000	10000	2
chrX	5672000	5674000	5673000	10000	0
chrX	5696000	5698000	5697000	10000	0
chrX	5738000	5740000	5739000	10000	0
chrX	5766000	5768000	5767000	10000	0
chrX	5880000	5882000	5881000	10000	1
chrX	5916000	5918000	5917000	10000	1
chrX	5946000	5948000	5947000	10000	0
chrX	6038000	6040000	6039000	10000	2
chrX	6220000	6222000	6221000	10000	0
chrX	6266000	6268000	6267000	10000	0
chrX	6278000	6280000	6279000	10000	1
chrX	6288000	6290000	6289000	10000	0
chrX	6302000	6304000	6303000	10000	0
chrX	6348000	6350000	6349000	10000	1
chrX	6374000	6376000	6375000	10000	0
chrX	6524000	6526000	6525000	10000	0
chrX	6534000	6536000	6535000	10000	1
chrX	6592000	6594000	6593000	10000	0
chrX	6662000	6664000	6663000	10000	1
chrX	6674000	6676000	6675000	10000	0
chrX	6696000	6698000	6697000	10000	0
chrX	6744000	6746000	6745000	10000	0
chrX	6756000	6758000	6757000	10000	0
chrX	6804000	6806000	6805000	10000	0
chrX	6850000	6852000	6851000	10000	0
chrX	6892000	6894000	6893000	10000	1
chrX	6968000	6970000	6969000	10000	1
chrX	7014000	7016000	7015000	10000	0
chrX	7098000	7100000	7099000	10000	0
chrX	7110000	7112000	7111000	10000	1
chrX	7286000	7288000	7287000	10000	0
chrX	7324000	7326000	7325000	10000	0
chrX	7490000	7492000	7491000	10000	0
chrX	7632000	7634000	7633000	10000	0
chrX	7680000	7682000	7681000	10000	0
chrX	7712000	7714000	7713000	10000	3
chrX	7722000	7724000	7723000	10000	0
chrX	7738000	7740000	7739000	10000	1
chrX	7888000	7890000	7889000	10000	1
chrX	7934000	7936000	7935000	10000	0
chrX	7946000	7948000	7947000	10000	0
chrX	7968000	7970000	7969000	10000	0
chrX	8056000	8058000	8057000	10000	0
chrX	8062000	8064000	8063000	10000	0
chrX	8076000	8078000	8077000	10000	1
chrX	8094000	8096000	8095000	10000	0
chrX	8116000	8118000	8117000	10000	0
chrX	8130000	8132000	8131000	10000	1
chrX	8142000	8144000	8143000	10000	2
chrX	8178000	8180000	8179000	10000	0
chrX	8252000	8254000	8253000	10000	0
chrX	8398000	8400000	8399000	10000	1
chrX	8408000	8410000	8409000	10000	0
chrX	8424000	8426000	8425000	10000	0
chrX	8442000	8444000	8443000	10000	1
chrX	8518000	8520000	8519000	10000	0
chrX	8560000	8562000	8561000	10000	0
chrX	8574000	8576000	8575000	10000	1
chrX	8588000	8590000	8589000	10000	2
chrX	8606000	8608000	8607000	10000	0
chrX	8678000	8680000	8679000	10000	2
chrX	8722000	8724000	8723000	10000	1
chrX	8872000	8874000	8873000	10000	1
chrX	8908000	8910000	8909000	10000	0
chrX	9042000	9044000	9043000	10000	0
chrX	9088000	9090000	9089000	10000	1
chrX	9106000	9108000	9107000	10000	0
chrX	9164000	9166000	9165000	10000	0
chrX	9202000	9204000	9203000	10000	2
chrX	9232000	9234000	9233000	10000	0
chrX	9256000	9258000	9257000	10000	0
chrX	9282000	9284000	9283000	10000	1
chrX	9320000	9322000	9321000	10000	0
chrX	9358000	9360000	9359000	10000	0
chrX	9554000	9556000	9555000	10000	1
chrX	9580000	9582000	9581000	10000	0
chrX	9600000	9602000	9601000	10000	1
chrX	9688000	9690000	9689000	10000	2
chrX	9810000	9812000	9811000	10000	0
chrX	10010000	10012000	10011000	10000	1
chrX	10086000	10088000	10087000	10000	0
chrX	10212000	10214000	10213000	10000	1
chrX	10330000	10332000	10331000	10000	0
chrX	10368000	10370000	10369000	10000	0
chrX	10460000	10462000	10461000	10000	0
chrX	10478000	10480000	10479000	10000	1
chrX	10602000	10604000	10603000	10000	0
chrX	10716000	10718000	10717000	10000	0
chrX	10746000	10748000	10747000	10000	1
chrX	10768000	10770000	10769000	10000	2
chrX	10788000	10790000	10789000	10000	1
chrX	10832000	10834000	10833000	10000	3
chrX	10858000	10860000	10859000	10000	0
chrX	10878000	10880000	10879000	10000	0
chrX	10900000	10902000	10901000	10000	0
chrX	11090000	11092000	11091000	10000	1
chrX	11108000	11110000	11109000	10000	0
chrX	11154000	11156000	11155000	10000	1
chrX	11324000	11326000	11325000	10000	1
chrX	11340000	11342000	11341000	10000	1
chrX	11356000	11358000	11357000	10000	0
chrX	11368000	11370000	11369000	10000	0
chrX	11390000	11392000	11391000	10000	1
chrX	11418000	11420000	11419000	10000	0
chrX	11454000	11456000	11455000	10000	1
chrX	11488000	11490000	11489000	10000	2
chrX	11562000	11564000	11563000	10000	1
chrX	11592000	11594000	11593000	10000	0
chrX	11616000	11618000	11617000	10000	0
chrX	11678000	11680000	11679000	10000	0
chrX	11696000	11698000	11697000	10000	0
chrX	11720000	11722000	11721000	10000	1
chrX	11792000	11794000	11793000	10000	0
chrX	11806000	11808000	11807000	10000	0
chrX	11852000	11854000	11853000	10000	1
chrX	11872000	11874000	11873000	10000	1
chrX	11890000	11892000	11891000	10000	0
chrX	11906000	11908000	11907000	10000	0
chrX	12012000	12014000	12013000	10000	0
chrX	12036000	12038000	12037000	10000	2
chrX	12116000	12118000	12117000	10000	1
chrX	12338000	12340000	12339000	10000	0
chrX	12460000	12462000	12461000	10000	0
chrX	12574000	12576000	12575000	10000	0
chrX	12584000	12586000	12585000	10000	0
chrX	12612000	12614000	12613000	10000	1
chrX	12658000	12660000	12659000	10000	0
chrX	12678000	12680000	12679000	10000	1
chrX	12686000	12688000	12687000	10000	1
chrX	12764000	12766000	12765000	10000	0
chrX	12910000	12912000	12911000	10000	0
chrX	13088000	13090000	13089000	10000	0
chrX	13112000	13114000	13113000	10000	0
chrX	13178000	13180000	13179000	10000	0
chrX	13212000	13214000	13213000	10000	0
chrX	13268000	13270000	13269000	10000	1
chrX	13288000	13290000	13289000	10000	0
chrX	13338000	13340000	13339000	10000	1
chrX	13372000	13374000	13373000	10000	1
chrX	13388000	13390000	13389000	10000	0
chrX	13402000	13404000	13403000	10000	1
chrX	13408000	13410000	13409000	10000	1
chrX	13414000	13416000	13415000	10000	0
chrX	13422000	13424000	13423000	10000	0
chrX	13564000	13566000	13565000	10000	2
chrX	13606000	13608000	13607000	10000	0
chrX	13624000	13626000	13625000	10000	0
chrX	13636000	13638000	13637000	10000	0
chrX	13668000	13670000	13669000	10000	0
chrX	13722000	13724000	13723000	10000	0
chrX	13736000	13738000	13737000	10000	0
chrX	13744000	13746000	13745000	10000	0
chrX	13758000	13760000	13759000	10000	0
chrX	13782000	13784000	13783000	10000	0
chrX	13812000	13814000	13813000	10000	0
chrX	13822000	13824000	13823000	10000	1
chrX	13846000	13848000	13847000	10000	0
chrX	14006000	14008000	14007000	10000	0
chrX	14050000	14052000	14051000	10000	0
chrX	14200000	14202000	14201000	10000	2
chrX	14226000	14228000	14227000	10000	0
chrX	14248000	14250000	14249000	10000	0
chrX	14282000	14284000	14283000	10000	0
chrX	14580000	14582000	14581000	10000	2
chrX	14840000	14842000	14841000	10000	0
chrX	15012000	15014000	15013000	10000	0
chrX	15064000	15066000	15065000	10000	1
chrX	15086000	15088000	15087000	10000	2
chrX	15140000	15142000	15141000	10000	1
chrX	15292000	15294000	15293000	10000	0
chrX	15320000	15322000	15321000	10000	0
chrX	15346000	15348000	15347000	10000	1
chrX	15450000	15452000	15451000	10000	0
chrX	15476000	15478000	15477000	10000	0
chrX	15594000	15596000	15595000	10000	1
chrX	15698000	15700000	15699000	10000	0
chrX	15732000	15734000	15733000	10000	1
chrX	15760000	15762000	15761000	10000	0
chrX	15804000	15806000	15805000	10000	0
chrX	15814000	15816000	15815000	10000	0
chrX	15850000	15852000	15851000	10000	0
chrX	15870000	15872000	15871000	10000	1
chrX	15892000	15894000	15893000	10000	0
chrX	15910000	15912000	15911000	10000	0
chrX	16058000	16060000	16059000	10000	0
chrX	16106000	16108000	16107000	10000	1
chrX	16272000	16274000	16273000	10000	0
chrX	16286000	16288000	16287000	10000	1
chrX	16332000	16334000	16333000	10000	0
chrX	16384000	16386000	16385000	10000	0
chrX	16448000	16450000	16449000	10000	0
chrX	16554000	16556000	16555000	10000	0
chrX	16588000	16590000	16589000	10000	1
chrX	16638000	16640000	16639000	10000	1
chrX	16684000	16686000	16685000	10000	0
chrX	16752000	16754000	16753000	10000	1
chrX	16784000	16786000	16785000	10000	0
chrX	16810000	16812000	16811000	10000	1
chrX	16840000	16842000	16841000	10000	1
chrX	16880000	16882000	16881000	10000	0
chrX	16942000	16944000	16943000	10000	0
chrX	16968000	16970000	16969000	10000	1
chrX	17078000	17080000	17079000	10000	2
chrX	17106000	17108000	17107000	10000	0
chrX	17124000	17126000	17125000	10000	0
chrX	17160000	17162000	17161000	10000	0
chrX	17176000	17178000	17177000	10000	1
chrX	17244000	17246000	17245000	10000	0
chrX	17284000	17286000	17285000	10000	1
chrX	17306000	17308000	17307000	10000	0
chrX	17422000	17424000	17423000	10000	0
chrX	17566000	17568000	17567000	10000	0
chrX	17628000	17630000	17629000	10000	0
chrX	17656000	17658000	17657000	10000	0
chrX	17696000	17698000	17697000	10000	1
chrX	17710000	17712000	17711000	10000	2
chrX	17738000	17740000	17739000	10000	1
chrX	17752000	17754000	17753000	10000	1
chrX	17820000	17822000	17821000	10000	1
chrX	17842000	17844000	17843000	10000	0
chrX	17860000	17862000	17861000	10000	0
chrX	17904000	17906000	17905000	10000	1
chrX	18082000	18084000	18083000	10000	0
chrX	18138000	18140000	18139000	10000	1
chrX	18238000	18240000	18239000	10000	4
chrX	18364000	18366000	18365000	10000	1
chrX	18386000	18388000	18387000	10000	0
chrX	18520000	18522000	18521000	10000	1
chrX	18636000	18638000	18637000	10000	2
chrX	18658000	18660000	18659000	10000	0
chrX	18782000	18784000	18783000	10000	1
chrX	18844000	18846000	18845000	10000	4
chrX	18894000	18896000	18895000	10000	0
chrX	19136000	19138000	19137000	10000	0
chrX	19156000	19158000	19157000	10000	0
chrX	19190000	19192000	19191000	10000	0
chrX	19208000	19210000	19209000	10000	0
chrX	19278000	19280000	19279000	10000	0
chrX	19326000	19328000	19327000	10000	2
chrX	19476000	19478000	19477000	10000	2
chrX	19492000	19494000	19493000	10000	0
chrX	19506000	19508000	19507000	10000	0
chrX	19566000	19568000	19567000	10000	0
chrX	19580000	19582000	19581000	10000	2
chrX	19598000	19600000	19599000	10000	0
chrX	19614000	19616000	19615000	10000	0
chrX	19644000	19646000	19645000	10000	1
chrX	19664000	19666000	19665000	10000	0
chrX	19714000	19716000	19715000	10000	2
chrX	19732000	19734000	19733000	10000	0
chrX	19750000	19752000	19751000	10000	0
chrX	19762000	19764000	19763000	10000	0
chrX	19852000	19854000	19853000	10000	1
chrX	19866000	19868000	19867000	10000	0
chrX	19924000	19926000	19925000	10000	0
chrX	20094000	20096000	20095000	10000	0
chrX	20160000	20162000	20161000	10000	1
chrX	20190000	20192000	20191000	10000	0
chrX	20254000	20256000	20255000	10000	0
chrX	20392000	20394000	20393000	10000	1
chrX	20424000	20426000	20425000	10000	0
chrX	20434000	20436000	20435000	10000	0
chrX	20468000	20470000	20469000	10000	1
chrX	20526000	20528000	20527000	10000	1
chrX	20632000	20634000	20633000	10000	3
chrX	20760000	20762000	20761000	10000	2
chrX	21028000	21030000	21029000	10000	2
chrX	21042000	21044000	21043000	10000	1
chrX	21050000	21052000	21051000	10000	2
chrX	21060000	21062000	21061000	10000	1
chrX	21076000	21078000	21077000	10000	0
chrX	21142000	21144000	21143000	10000	0
chrX	21316000	21318000	21317000	10000	0
chrX	21350000	21352000	21351000	10000	2
chrX	21358000	21360000	21359000	10000	3
chrX	21370000	21372000	21371000	10000	2
chrX	21390000	21392000	21391000	10000	1
chrX	21546000	21548000	21547000	10000	0
chrX	21608000	21610000	21609000	10000	1
chrX	21630000	21632000	21631000	10000	0
chrX	21658000	21660000	21659000	10000	0
chrX	21696000	21698000	21697000	10000	0
chrX	21746000	21748000	21747000	10000	0
chrX	21788000	21790000	21789000	10000	0
chrX	21792000	21794000	21793000	10000	0
chrX	21798000	21800000	21799000	10000	0
chrX	21810000	21812000	21811000	10000	0
chrX	21824000	21826000	21825000	10000	0
chrX	21832000	21834000	21833000	10000	0
chrX	21876000	21878000	21877000	10000	0
chrX	21904000	21906000	21905000	10000	0
chrX	21924000	21926000	21925000	10000	0
chrX	21930000	21932000	21931000	10000	0
chrX	21936000	21938000	21937000	10000	0
chrX	21958000	21960000	21959000	10000	0
chrX	21970000	21972000	21971000	10000	0
chrX	21984000	21986000	21985000	10000	0
chrX	22038000	22040000	22039000	10000	0
chrX	22076000	22078000	22077000	10000	0
chrX	22118000	22120000	22119000	10000	0
chrX	22130000	22132000	22131000	10000	0
chrX	22146000	22148000	22147000	10000	0
chrX	22220000	22222000	22221000	10000	0
chrX	22244000	22246000	22245000	10000	0
chrX	22264000	22266000	22265000	10000	1
chrX	22352000	22354000	22353000	10000	0
chrX	22364000	22366000	22365000	10000	1
chrX	22402000	22404000	22403000	10000	1
chrX	22422000	22424000	22423000	10000	0
chrX	22440000	22442000	22441000	10000	1
chrX	22488000	22490000	22489000	10000	0
chrX	22506000	22508000	22507000	10000	0
chrX	22556000	22558000	22557000	10000	0
chrX	22814000	22816000	22815000	10000	2
chrX	23006000	23008000	23007000	10000	0
chrX	23060000	23062000	23061000	10000	1
chrX	23076000	23078000	23077000	10000	1
chrX	23110000	23112000	23111000	10000	0
chrX	23162000	23164000	23163000	10000	2
chrX	23234000	23236000	23235000	10000	0
chrX	23284000	23286000	23285000	10000	0
chrX	23320000	23322000	23321000	10000	1
chrX	23334000	23336000	23335000	10000	0
chrX	23354000	23356000	23355000	10000	1
chrX	23430000	23432000	23431000	10000	0
chrX	23436000	23438000	23437000	10000	0
chrX	23456000	23458000	23457000	10000	1
chrX	23468000	23470000	23469000	10000	0
chrX	23480000	23482000	23481000	10000	0
chrX	23492000	23494000	23493000	10000	0
chrX	23504000	23506000	23505000	10000	0
chrX	23512000	23514000	23513000	10000	0
chrX	23534000	23536000	23535000	10000	1
chrX	23540000	23542000	23541000	10000	0
chrY	1438000	1440000	1439000	10000	0
chrY	1548000	1550000	1549000	10000	0
chrY	2912000	2914000	2913000	10000	0
